,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
331,stations,{'all': 0},200,"{'lon': 94.73, 'lat': 16.78}",1521441271.0,1328421.0,"{'temp': 93.31, 'pressure': 1020.7, 'humidity': 50, 'temp_min': 93.31, 'temp_max': 93.31, 'sea_level': 1023.4, 'grnd_level': 1020.7}",,Pathein,,"{'message': 0.0026, 'country': 'MM', 'sunrise': 1521416765, 'sunset': 1521460308}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 7.74, 'deg': 341.501}"
332,stations,{'all': 90},200,"{'lon': -126.83, 'lat': 65.28}",1521439200.0,6089245.0,"{'temp': 12.2, 'pressure': 1018, 'humidity': 92, 'temp_min': 12.2, 'temp_max': 12.2}",,Norman Wells,,"{'type': 1, 'id': 3547, 'message': 0.0035, 'country': 'CA', 'sunrise': 1521469783, 'sunset': 1521513707}",16093.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 4.7, 'deg': 260}"
333,stations,{'all': 8},200,"{'lon': 82.83, 'lat': 58.36}",1521441411.0,1489499.0,"{'temp': 30.67, 'pressure': 1013.24, 'humidity': 81, 'temp_min': 30.67, 'temp_max': 30.67, 'sea_level': 1021.78, 'grnd_level': 1013.24}",,Togur,,"{'message': 0.0034, 'country': 'RU', 'sunrise': 1521419620, 'sunset': 1521463227}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 14.67, 'deg': 157.501}"
334,stations,{'all': 0},200,"{'lon': -17.03, 'lat': 20.93}",1521439200.0,2377457.0,"{'temp': 62.6, 'pressure': 1016, 'humidity': 77, 'temp_min': 62.6, 'temp_max': 62.6}",,Nouadhibou,,"{'type': 1, 'id': 6182, 'message': 0.0032, 'country': 'MR', 'sunrise': 1521443576, 'sunset': 1521487134}",6000.0,"[{'id': 751, 'main': 'Sand', 'description': 'sand', 'icon': '50n'}]","{'speed': 24.16, 'deg': 20}"
335,stations,{'all': 0},200,"{'lon': 115.17, 'lat': 52.7}",1521441413.0,2013459.0,"{'temp': 33.91, 'pressure': 931.45, 'humidity': 45, 'temp_min': 33.91, 'temp_max': 33.91, 'sea_level': 1043.95, 'grnd_level': 931.45}",,Verkh-Usugli,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1521411882, 'sunset': 1521455430}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.15, 'deg': 86.5005}"
336,stations,{'all': 0},200,"{'lon': 46.72, 'lat': 24.63}",1521439200.0,108410.0,"{'temp': 73.51, 'pressure': 1019, 'humidity': 18, 'temp_min': 71.6, 'temp_max': 75.2}",,Riyadh,,"{'type': 1, 'id': 7003, 'message': 0.0036, 'country': 'SA', 'sunrise': 1521428289, 'sunset': 1521471831}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.36, 'deg': 130}"
337,stations,{'all': 0},200,"{'lon': 92.31, 'lat': 20.86}",1521441414.0,1185095.0,"{'temp': 91.6, 'pressure': 1016, 'humidity': 33, 'temp_min': 91.6, 'temp_max': 91.6, 'sea_level': 1024.74, 'grnd_level': 1016}",,Teknaf,,"{'message': 0.0029, 'country': 'BD', 'sunrise': 1521417351, 'sunset': 1521460887}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.39, 'deg': 339.501}"
338,stations,{'all': 20},200,"{'lon': 108.33, 'lat': 15.88}",1521439200.0,1580541.0,"{'temp': 86, 'pressure': 1009, 'humidity': 74, 'temp_min': 86, 'temp_max': 86}",,Hoi An,,"{'type': 1, 'id': 7978, 'message': 0.0035, 'country': 'VN', 'sunrise': 1521413501, 'sunset': 1521457044}",8000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.93, 'deg': 90}"
339,stations,{'all': 0},200,"{'lon': 61.21, 'lat': 28.22}",1521441415.0,1160571.0,"{'temp': 63.07, 'pressure': 862.63, 'humidity': 20, 'temp_min': 63.07, 'temp_max': 63.07, 'sea_level': 1026.32, 'grnd_level': 862.63}",,Khash,,"{'message': 0.0031, 'country': 'IR', 'sunrise': 1521424817, 'sunset': 1521468353}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.5, 'deg': 166.001}"
340,,,404,,,,,city not found,,,,,,
341,stations,{'all': 76},200,"{'lon': -39.27, 'lat': -17.73}",1521441258.0,3466980.0,"{'temp': 81.34, 'pressure': 1024.91, 'humidity': 100, 'temp_min': 81.34, 'temp_max': 81.34, 'sea_level': 1024.9, 'grnd_level': 1024.91}",,Caravelas,,"{'message': 0.0032, 'country': 'BR', 'sunrise': 1521448846, 'sunset': 1521492504}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 13.11, 'deg': 33.0005}"
342,stations,{'all': 75},200,"{'lon': -7.54, 'lat': 43.27}",1521439200.0,3105522.0,"{'temp': 46.4, 'pressure': 1009, 'humidity': 81, 'temp_min': 46.4, 'temp_max': 46.4}",,Bereda,,"{'type': 1, 'id': 5474, 'message': 0.0039, 'country': 'ES', 'sunrise': 1521441299, 'sunset': 1521484883}",10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 13.87, 'deg': 340}"
343,stations,{'all': 1},200,"{'lon': -119.83, 'lat': 34.44}",1521438960.0,5352963.0,"{'temp': 47.39, 'pressure': 1020, 'humidity': 75, 'temp_min': 44.6, 'temp_max': 53.6}",,Goleta,,"{'type': 1, 'id': 486, 'message': 0.0034, 'country': 'US', 'sunrise': 1521468228, 'sunset': 1521511831}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 300}"
344,stations,{'all': 88},200,"{'lon': -47.7, 'lat': -0.71}",1521441418.0,3395440.0,"{'temp': 80.26, 'pressure': 1021.99, 'humidity': 100, 'temp_min': 80.26, 'temp_max': 80.26, 'sea_level': 1022.07, 'grnd_level': 1021.99}",,Marapanim,,"{'message': 0.0038, 'country': 'BR', 'sunrise': 1521450909, 'sunset': 1521494501}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 9.64, 'deg': 60.5005}"
345,,,404,,,,,city not found,,,,,,
346,stations,{'all': 0},200,"{'lon': 37.39, 'lat': 11.59}",1521441419.0,342884.0,"{'temp': 68.47, 'pressure': 807.43, 'humidity': 26, 'temp_min': 68.47, 'temp_max': 68.47, 'sea_level': 1022.15, 'grnd_level': 807.43}",,Bahir Dar,,"{'message': 0.0032, 'country': 'ET', 'sunrise': 1521430513, 'sunset': 1521474073}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.38, 'deg': 140.501}"
347,,,404,,,,,city not found,,,,,,
348,,,404,,,,,city not found,,,,,,
349,,,404,,,,,city not found,,,,,,
350,stations,{'all': 90},200,"{'lon': 32.69, 'lat': 41.25}",1521438600.0,740430.0,"{'temp': 48.2, 'pressure': 1010, 'humidity': 93, 'temp_min': 48.2, 'temp_max': 48.2}",,Safranbolu,,"{'type': 1, 'id': 6037, 'message': 0.0041, 'country': 'TR', 'sunrise': 1521431657, 'sunset': 1521475216}",2800.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 8.05, 'deg': 330}"
351,stations,{'all': 76},200,"{'lon': 113.3, 'lat': 40.09}",1521441421.0,2037799.0,"{'temp': 47.68, 'pressure': 893.43, 'humidity': 56, 'temp_min': 47.68, 'temp_max': 47.68, 'sea_level': 1036.25, 'grnd_level': 893.43}",,Datong,,"{'message': 0.0031, 'country': 'CN', 'sunrise': 1521412333, 'sunset': 1521455854}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.4, 'deg': 151.001}"
352,stations,{'all': 36},200,"{'lon': 23.05, 'lat': -27.7}",1521441422.0,991664.0,"{'temp': 62.98, 'pressure': 895.22, 'humidity': 96, 'temp_min': 62.98, 'temp_max': 62.98, 'sea_level': 1026.16, 'grnd_level': 895.22}",,Kathu,,"{'message': 0.0034, 'country': 'ZA', 'sunrise': 1521433847, 'sunset': 1521477585}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 7.96, 'deg': 357.501}"
353,stations,{'all': 0},200,"{'lon': 94.56, 'lat': 27.48}",1521439200.0,1272783.0,"{'temp': 78.8, 'pressure': 1014, 'humidity': 41, 'temp_min': 78.8, 'temp_max': 78.8}",,Dhemaji,,"{'type': 1, 'id': 7794, 'message': 0.0034, 'country': 'IN', 'sunrise': 1521416819, 'sunset': 1521460346}",6000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.93, 'deg': 10}"
354,stations,{'all': 0},200,"{'lon': 57.53, 'lat': 22.93}",1521441423.0,286987.0,"{'temp': 79.9, 'pressure': 960.96, 'humidity': 20, 'temp_min': 79.9, 'temp_max': 79.9, 'sea_level': 1027.94, 'grnd_level': 960.96}",,Nizwa,,"{'message': 0.0033, 'country': 'OM', 'sunrise': 1521425695, 'sunset': 1521469236}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.04, 'deg': 136.001}"
355,stations,{'all': 75},200,"{'lon': 120.6, 'lat': 14.94}",1521439200.0,1705441.0,"{'temp': 90.81, 'pressure': 1010, 'humidity': 49, 'temp_min': 89.6, 'temp_max': 91.4}",,Lubao,,"{'type': 1, 'id': 7704, 'message': 0.0041, 'country': 'PH', 'sunrise': 1521410557, 'sunset': 1521454099}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.7, 'deg': 160}"
356,stations,{'all': 1},200,"{'lon': -112.44, 'lat': 42.87}",1521438780.0,5604045.0,"{'temp': 32, 'pressure': 1021, 'humidity': 90, 'temp_min': 32, 'temp_max': 32}",,Pocatello,,"{'type': 1, 'id': 932, 'message': 0.0092, 'country': 'US', 'sunrise': 1521466445, 'sunset': 1521510079}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.29, 'deg': 210}"
357,stations,{'all': 40},200,"{'lon': -35.21, 'lat': -5.81}",1521439200.0,3394023.0,"{'temp': 80.6, 'pressure': 1009, 'humidity': 78, 'temp_min': 80.6, 'temp_max': 80.6}",,Natal,,"{'type': 1, 'id': 4546, 'message': 0.0036, 'country': 'BR', 'sunrise': 1521447902, 'sunset': 1521491510}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.7, 'deg': 130}"
358,stations,{'all': 92},200,"{'lon': 123.58, 'lat': 13.72}",1521441426.0,1691355.0,"{'temp': 79.54, 'pressure': 1013.97, 'humidity': 94, 'temp_min': 79.54, 'temp_max': 79.54, 'sea_level': 1023.81, 'grnd_level': 1013.97}",,Sabang,{'3h': 0.12},"{'message': 0.0035, 'country': 'PH', 'sunrise': 1521409840, 'sunset': 1521453385}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 6.96, 'deg': 53.0005}"
359,,,404,,,,,city not found,,,,,,
360,stations,{'all': 0},200,"{'lon': 147.99, 'lat': -37.88}",1521441158.0,2160735.0,"{'temp': 77.29, 'pressure': 1017.54, 'humidity': 55, 'temp_min': 77.29, 'temp_max': 77.29, 'sea_level': 1024.66, 'grnd_level': 1017.54}",,Lakes Entrance,,"{'message': 0.0037, 'country': 'AU', 'sunrise': 1521403785, 'sunset': 1521447676}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.41, 'deg': 285.501}"
361,stations,{'all': 0},200,"{'lon': 54.1, 'lat': 17.01}",1521438600.0,286621.0,"{'temp': 80.6, 'pressure': 1016, 'humidity': 65, 'temp_min': 80.6, 'temp_max': 80.6}",,Salalah,,"{'type': 1, 'id': 7115, 'message': 0.0031, 'country': 'OM', 'sunrise': 1521426511, 'sunset': 1521470060}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.82, 'deg': 200}"
362,stations,{'all': 92},200,"{'lon': 178.3, 'lat': -38.37}",1521441428.0,2180991.0,"{'temp': 65.5, 'pressure': 1022.24, 'humidity': 67, 'temp_min': 65.5, 'temp_max': 65.5, 'sea_level': 1042.65, 'grnd_level': 1022.24}",,Tolaga Bay,,"{'message': 0.0085, 'country': 'NZ', 'sunrise': 1521396502, 'sunset': 1521440412}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 8.3, 'deg': 93.0005}"
363,,,404,,,,,city not found,,,,,,
364,stations,{'all': 80},200,"{'lon': 178.42, 'lat': 69.38}",1521441429.0,2123814.0,"{'temp': -6.05, 'pressure': 1028.07, 'humidity': 73, 'temp_min': -6.05, 'temp_max': -6.05, 'sea_level': 1030.94, 'grnd_level': 1028.07}",,Leningradskiy,,"{'message': 0.0035, 'country': 'RU', 'sunrise': 1521396699, 'sunset': 1521440324}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 10.54, 'deg': 34.5005}"
365,stations,{'all': 90},200,"{'lon': -147.8, 'lat': 64.86}",1521439080.0,5859699.0,"{'temp': 26.02, 'pressure': 1014, 'humidity': 92, 'temp_min': 24.8, 'temp_max': 26.6}",,College,,"{'type': 1, 'id': 63, 'message': 0.0041, 'country': 'US', 'sunrise': 1521474808, 'sunset': 1521518744}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.71, 'deg': 50.0005}"
366,stations,{'all': 56},200,"{'lon': 175.93, 'lat': -39}",1521441430.0,2180737.0,"{'temp': 63.88, 'pressure': 956.01, 'humidity': 78, 'temp_min': 63.88, 'temp_max': 63.88, 'sea_level': 1040.67, 'grnd_level': 956.01}",,Turangi,,"{'message': 0.0036, 'country': 'NZ', 'sunrise': 1521397066, 'sunset': 1521440985}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.71, 'deg': 35.0005}"
367,stations,{'all': 40},200,"{'lon': 141.86, 'lat': 39.28}",1521439200.0,2112444.0,"{'temp': 55.4, 'pressure': 1014, 'humidity': 37, 'temp_min': 55.4, 'temp_max': 55.4}",,Kamaishi,,"{'type': 1, 'id': 7596, 'message': 0.004, 'country': 'JP', 'sunrise': 1521405486, 'sunset': 1521448994}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",{'speed': 6.93}
368,stations,{'all': 64},200,"{'lon': 150.89, 'lat': 65.73}",1521441431.0,2119283.0,"{'temp': -9.56, 'pressure': 1032.13, 'humidity': 35, 'temp_min': -9.56, 'temp_max': -9.56, 'sea_level': 1041.97, 'grnd_level': 1032.13}",,Zyryanka,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1521403301, 'sunset': 1521446912}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.96, 'deg': 338.501}"
369,stations,{'all': 1},200,"{'lon': -121.92, 'lat': 36.62}",1521438900.0,5380437.0,"{'temp': 46.42, 'pressure': 1021, 'humidity': 81, 'temp_min': 44.6, 'temp_max': 48.2}",,Pacific Grove,,"{'type': 1, 'id': 431, 'message': 0.0049, 'country': 'US', 'sunrise': 1521468727, 'sunset': 1521512338}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 110}"
370,stations,{'all': 0},200,"{'lon': -60.62, 'lat': -3.3}",1521441432.0,3663529.0,"{'temp': 76.48, 'pressure': 1017.7, 'humidity': 94, 'temp_min': 76.48, 'temp_max': 76.48, 'sea_level': 1021.01, 'grnd_level': 1017.7}",,Manacapuru,,"{'message': 0.0044, 'country': 'BR', 'sunrise': 1521454004, 'sunset': 1521497604}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.17, 'deg': 69.0005}"
371,stations,{'all': 0},200,"{'lon': -0.29, 'lat': 27.87}",1521439200.0,2508813.0,"{'temp': 53.6, 'pressure': 1012, 'humidity': 18, 'temp_min': 53.6, 'temp_max': 53.6}",,Adrar,,"{'type': 1, 'id': 6220, 'message': 0.0035, 'country': 'DZ', 'sunrise': 1521439565, 'sunset': 1521483119}",8000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.96, 'deg': 345.501}"
372,stations,{'all': 90},200,"{'lon': -94.48, 'lat': 49.76}",1521440100.0,5991056.0,"{'temp': 27.66, 'pressure': 1019, 'humidity': 49, 'temp_min': 24.8, 'temp_max': 30.2}",,Kenora,,"{'type': 1, 'id': 3668, 'message': 0.0042, 'country': 'CA', 'sunrise': 1521462124, 'sunset': 1521505793}",32186.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 9.17, 'deg': 60, 'gust': 8.2}"
373,stations,{'all': 0},200,"{'lon': 37.77, 'lat': 12.98}",1521441435.0,340358.0,"{'temp': 67.57, 'pressure': 815.13, 'humidity': 52, 'temp_min': 67.57, 'temp_max': 67.57, 'sea_level': 1022.51, 'grnd_level': 815.13}",,Dabat,,"{'message': 0.0042, 'country': 'ET', 'sunrise': 1521430423, 'sunset': 1521473981}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.48, 'deg': 139.001}"
374,stations,{'all': 88},200,"{'lon': -7.48, 'lat': 54.83}",1521441435.0,2636744.0,"{'temp': 32.38, 'pressure': 1017.78, 'humidity': 73, 'temp_min': 32.38, 'temp_max': 32.38, 'sea_level': 1037.55, 'grnd_level': 1017.78}",,Lifford,,"{'message': 0.0035, 'country': 'IE', 'sunrise': 1521441264, 'sunset': 1521484913}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 10.76, 'deg': 71.0005}"
375,stations,{'all': 92},200,"{'lon': 167.18, 'lat': -15.51}",1521441436.0,2136150.0,"{'temp': 83.32, 'pressure': 1017.94, 'humidity': 98, 'temp_min': 83.32, 'temp_max': 83.32, 'sea_level': 1020.24, 'grnd_level': 1017.94}",,Luganville,,"{'message': 0.0053, 'country': 'VU', 'sunrise': 1521399299, 'sunset': 1521442977}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.86, 'deg': 108.001}"
376,stations,{'all': 80},200,"{'lon': -46.02, 'lat': -1.2}",1521441436.0,3402648.0,"{'temp': 79.45, 'pressure': 1021.75, 'humidity': 88, 'temp_min': 79.45, 'temp_max': 79.45, 'sea_level': 1022.07, 'grnd_level': 1021.75}",,Carutapera,,"{'message': 0.0034, 'country': 'BR', 'sunrise': 1521450505, 'sunset': 1521494099}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.84, 'deg': 58.0005}"
377,stations,{'all': 0},200,"{'lon': -137.51, 'lat': 60.75}",1521441186.0,5969025.0,"{'temp': 9.7, 'pressure': 902.03, 'humidity': 73, 'temp_min': 9.7, 'temp_max': 9.7, 'sea_level': 1033.9, 'grnd_level': 902.03}",,Haines Junction,,"{'message': 0.008, 'country': 'CA', 'sunrise': 1521472380, 'sunset': 1521516216}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.04, 'deg': 203.001}"
378,stations,{'all': 0},200,"{'lon': 149.78, 'lat': -30.33}",1521441437.0,2155742.0,"{'temp': 93.76, 'pressure': 986.25, 'humidity': 33, 'temp_min': 93.76, 'temp_max': 93.76, 'sea_level': 1027.09, 'grnd_level': 986.25}",,Narrabri,,"{'message': 0.0155, 'country': 'AU', 'sunrise': 1521403406, 'sunset': 1521447206}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.94, 'deg': 266.001}"
379,stations,{'all': 0},200,"{'lon': 14.53, 'lat': 50.47}",1521439200.0,3070862.0,"{'temp': 14.88, 'pressure': 1011, 'humidity': 66, 'temp_min': 14, 'temp_max': 15.8}",,Vidim,,"{'type': 1, 'id': 5889, 'message': 0.0123, 'country': 'CZ', 'sunrise': 1521436000, 'sunset': 1521479604}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.7, 'deg': 360}"
380,stations,{'all': 48},200,"{'lon': -13.05, 'lat': 20.52}",1521441439.0,2381334.0,"{'temp': 60.01, 'pressure': 996.62, 'humidity': 40, 'temp_min': 60.01, 'temp_max': 60.01, 'sea_level': 1027.5, 'grnd_level': 996.62}",,Atar,,"{'message': 0.0036, 'country': 'MR', 'sunrise': 1521442621, 'sunset': 1521486178}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 6.4, 'deg': 39.0005}"
381,,,404,,,,,city not found,,,,,,
382,stations,{'all': 56},200,"{'lon': -61.86, 'lat': 47.38}",1521441440.0,5915327.0,"{'temp': 26.17, 'pressure': 1008.05, 'humidity': 100, 'temp_min': 26.17, 'temp_max': 26.17, 'sea_level': 1008.21, 'grnd_level': 1008.05}",,Cap-aux-Meules,,"{'message': 0.0042, 'country': 'CA', 'sunrise': 1521454313, 'sunset': 1521497945}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 28.21, 'deg': 289.001}"
383,stations,{'all': 0},200,"{'lon': 77.69, 'lat': 27.58}",1521441440.0,1253079.0,"{'temp': 88.9, 'pressure': 1006.43, 'humidity': 34, 'temp_min': 88.9, 'temp_max': 88.9, 'sea_level': 1027.9, 'grnd_level': 1006.43}",,Vrindavan,,"{'message': 0.0032, 'country': 'IN', 'sunrise': 1521420864, 'sunset': 1521464396}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.27, 'deg': 34.0005}"
384,stations,{'all': 12},200,"{'lon': 133.88, 'lat': -23.7}",1521439200.0,2077895.0,"{'temp': 91.4, 'pressure': 1016, 'humidity': 21, 'temp_min': 91.4, 'temp_max': 91.4}",,Alice Springs,,"{'type': 1, 'id': 8163, 'message': 0.0034, 'country': 'AU', 'sunrise': 1521407258, 'sunset': 1521450991}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 14.99, 'deg': 140}"
385,stations,{'all': 24},200,"{'lon': 124.74, 'lat': 55.15}",1521441442.0,2014718.0,"{'temp': 16.9, 'pressure': 962.42, 'humidity': 33, 'temp_min': 16.9, 'temp_max': 16.9, 'sea_level': 1045.09, 'grnd_level': 962.42}",,Tynda,,"{'message': 0.0035, 'country': 'RU', 'sunrise': 1521409586, 'sunset': 1521453139}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 7.18, 'deg': 324.001}"
386,stations,{'all': 92},200,"{'lon': -73.38, 'lat': 8.39}",1521441442.0,3681990.0,"{'temp': 64.06, 'pressure': 907.21, 'humidity': 97, 'temp_min': 64.06, 'temp_max': 64.06, 'sea_level': 1021.78, 'grnd_level': 907.21}",,Gonzalez,{'3h': 9.52},"{'message': 0.0438, 'country': 'CO', 'sunrise': 1521457083, 'sunset': 1521500659}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 0.36, 'deg': 226.501}"
387,stations,{'all': 0},200,"{'lon': 93.51, 'lat': 42.84}",1521441443.0,1529484.0,"{'temp': 47.23, 'pressure': 950.82, 'humidity': 78, 'temp_min': 47.23, 'temp_max': 47.23, 'sea_level': 1032.64, 'grnd_level': 950.82}",,Hami,,"{'message': 0.0135, 'country': 'CN', 'sunrise': 1521417077, 'sunset': 1521460611}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.51, 'deg': 127.501}"
388,stations,{'all': 32},200,"{'lon': 33.6, 'lat': 40.67}",1521441443.0,749747.0,"{'temp': 48.22, 'pressure': 875.84, 'humidity': 67, 'temp_min': 48.22, 'temp_max': 48.22, 'sea_level': 1022.02, 'grnd_level': 875.84}",,Ayan,,"{'message': 0.0031, 'country': 'TR', 'sunrise': 1521431439, 'sunset': 1521474996}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 6.96, 'deg': 242.001}"
389,stations,{'all': 75},200,"{'lon': -64.62, 'lat': 18.42}",1521438780.0,3577430.0,"{'temp': 71.6, 'pressure': 1012, 'humidity': 100, 'temp_min': 71.6, 'temp_max': 71.6}",,Road Town,,"{'type': 1, 'id': 4137, 'message': 0.0199, 'country': 'VG', 'sunrise': 1521454990, 'sunset': 1521498557}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.83, 'deg': 102.501}"
390,stations,{'all': 20},200,"{'lon': -122.67, 'lat': 45.52}",1521440220.0,5746545.0,"{'temp': 40.32, 'pressure': 1024, 'humidity': 87, 'temp_min': 37.4, 'temp_max': 44.6}",,Portland,,"{'type': 1, 'id': 2274, 'message': 0.0044, 'country': 'US', 'sunrise': 1521468891, 'sunset': 1521512546}",16093.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]","{'speed': 6.93, 'deg': 90}"
391,,,404,,,,,city not found,,,,,,
392,stations,{'all': 0},200,"{'lon': 130.99, 'lat': -25.24}",1521439200.0,6355222.0,"{'temp': 95, 'pressure': 1016, 'humidity': 16, 'temp_min': 95, 'temp_max': 95}",,Yulara,,"{'type': 1, 'id': 8160, 'message': 0.0032, 'country': 'AU', 'sunrise': 1521407944, 'sunset': 1521451690}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.41, 'deg': 160}"
393,stations,{'all': 0},200,"{'lon': -51.1, 'lat': 69.22}",1521438600.0,3423146.0,"{'temp': 15.8, 'pressure': 1006, 'humidity': 85, 'temp_min': 15.8, 'temp_max': 15.8}",,Ilulissat,,"{'type': 1, 'id': 4805, 'message': 0.0038, 'country': 'GL', 'sunrise': 1521451614, 'sunset': 1521495556}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 140}"
394,stations,{'all': 92},200,"{'lon': -7.35, 'lat': 40.36}",1521441448.0,8010472.0,"{'temp': 37.24, 'pressure': 958.04, 'humidity': 93, 'temp_min': 37.24, 'temp_max': 37.24, 'sea_level': 1027.25, 'grnd_level': 958.04}",,Belmonte,{'3h': 0.83},"{'message': 0.0033, 'country': 'PT', 'sunrise': 1521441256, 'sunset': 1521484831}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 2.93, 'deg': 188.501}"
