,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
120,stations,{'all': 1},200,"{'lon': -99.24, 'lat': 30.3}",1521440100.0,4696310.0,"{'temp': 54.75, 'pressure': 1007, 'humidity': 81, 'temp_min': 53.6, 'temp_max': 57.2}",,Harper,,"{'type': 1, 'id': 2613, 'message': 0.0069, 'country': 'US', 'sunrise': 1521463294, 'sunset': 1521506879}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 9.42, 'deg': 205.501}"
121,stations,{'all': 75},200,"{'lon': -79.55, 'lat': 42.87}",1521439200.0,5914857.0,"{'temp': 29.75, 'pressure': 1015, 'humidity': 54, 'temp_min': 28.4, 'temp_max': 32}",,Stromness,,"{'type': 1, 'id': 3661, 'message': 0.0067, 'country': 'CA', 'sunrise': 1521458561, 'sunset': 1521502179}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 11.41, 'deg': 30, 'gust': 8.2}"
122,stations,{'all': 68},200,"{'lon': 96.39, 'lat': 61.68}",1521441283.0,1510689.0,"{'temp': 29.32, 'pressure': 967.52, 'humidity': 82, 'temp_min': 29.32, 'temp_max': 29.32, 'sea_level': 1030.66, 'grnd_level': 967.52}",,Baykit,,"{'message': 0.0078, 'country': 'RU', 'sunrise': 1521416363, 'sunset': 1521459987}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.97, 'deg': 217.001}"
123,stations,{'all': 0},200,"{'lon': 153.24, 'lat': -28.95}",1521441154.0,2160063.0,"{'temp': 84.31, 'pressure': 1002.7, 'humidity': 67, 'temp_min': 84.31, 'temp_max': 84.31, 'sea_level': 1028.47, 'grnd_level': 1002.7}",,Codrington,,"{'message': 0.0036, 'country': 'AU', 'sunrise': 1521402583, 'sunset': 1521446370}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.71, 'deg': 91.5005}"
124,,,404,,,,,city not found,,,,,,
125,stations,{'all': 0},200,"{'lon': 141.45, 'lat': -31.97}",1521441285.0,2173911.0,"{'temp': 79.72, 'pressure': 999.7, 'humidity': 32, 'temp_min': 79.72, 'temp_max': 79.72, 'sea_level': 1030.9, 'grnd_level': 999.7}",,Broken Hill,,"{'message': 0.0029, 'country': 'AU', 'sunrise': 1521405396, 'sunset': 1521449211}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 7.4, 'deg': 174.501}"
126,stations,{'all': 0},200,"{'lon': 39.45, 'lat': 38.14}",1521438600.0,318766.0,"{'temp': 57.2, 'pressure': 1017, 'humidity': 58, 'temp_min': 57.2, 'temp_max': 57.2}",,Cermik,,"{'type': 1, 'id': 6062, 'message': 0.0035, 'country': 'TR', 'sunrise': 1521430038, 'sunset': 1521473587}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.36, 'deg': 100}"
127,stations,{'all': 0},200,"{'lon': 14.9, 'lat': 49.71}",1521439200.0,3062759.0,"{'temp': 14.49, 'pressure': 1011, 'humidity': 85, 'temp_min': 10.4, 'temp_max': 17.6}",,Vlasim,,"{'type': 1, 'id': 5887, 'message': 0.0036, 'country': 'CZ', 'sunrise': 1521435913, 'sunset': 1521479512}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.24, 'deg': 210}"
128,stations,{'all': 20},200,"{'lon': 22.34, 'lat': 39.45}",1521438600.0,262462.0,"{'temp': 50, 'pressure': 1004, 'humidity': 76, 'temp_min': 50, 'temp_max': 50}",,Saint George,,"{'type': 1, 'id': 5674, 'message': 0.0032, 'country': 'GR', 'sunrise': 1521434139, 'sunset': 1521477698}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.36, 'deg': 200}"
129,stations,{'all': 80},200,"{'lon': -53.21, 'lat': 5.48}",1521441287.0,3381428.0,"{'temp': 76.21, 'pressure': 1017.94, 'humidity': 89, 'temp_min': 76.21, 'temp_max': 76.21, 'sea_level': 1022.63, 'grnd_level': 1017.94}",,Iracoubo,{'3h': 0.195},"{'message': 0.0078, 'country': 'GF', 'sunrise': 1521452240, 'sunset': 1521495819}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 4.61, 'deg': 59.0005}"
130,stations,{'all': 5},200,"{'lon': -127.42, 'lat': 50.7}",1521439200.0,6111862.0,"{'temp': 37.4, 'pressure': 1024, 'humidity': 86, 'temp_min': 37.4, 'temp_max': 37.4}",,Port Hardy,,"{'type': 1, 'id': 3322, 'message': 0.009, 'country': 'CA', 'sunrise': 1521470015, 'sunset': 1521513712}",24140.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 4.38, 'deg': 277.001}"
131,stations,{'all': 40},200,"{'lon': 128.74, 'lat': -15.77}",1521439200.0,2068110.0,"{'temp': 91.4, 'pressure': 1007, 'humidity': 63, 'temp_min': 91.4, 'temp_max': 91.4}",,Kununurra,,"{'type': 1, 'id': 8215, 'message': 0.003, 'country': 'AU', 'sunrise': 1521408525, 'sunset': 1521452199}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 6.93, 'deg': 140}"
132,stations,{'all': 75},200,"{'lon': 137.08, 'lat': 36.58}",1521439200.0,1849876.0,"{'temp': 48.2, 'pressure': 1017, 'humidity': 87, 'temp_min': 48.2, 'temp_max': 48.2}",,Yamada,,"{'type': 1, 'id': 7571, 'message': 0.0034, 'country': 'JP', 'sunrise': 1521406630, 'sunset': 1521450140}",9000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 5.82, 'deg': 30}"
133,stations,{'all': 44},200,"{'lon': -65.02, 'lat': -0.41}",1521441191.0,3662489.0,"{'temp': 79.36, 'pressure': 1013.89, 'humidity': 82, 'temp_min': 79.36, 'temp_max': 79.36, 'sea_level': 1019.63, 'grnd_level': 1013.89}",,Santa Isabel do Rio Negro,,"{'message': 0.003, 'country': 'BR', 'sunrise': 1521455065, 'sunset': 1521498657}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 5.73, 'deg': 138.501}"
134,stations,{'all': 20},200,"{'lon': 15.63, 'lat': 78.22}",1521438600.0,2729907.0,"{'temp': 3.2, 'pressure': 1020, 'humidity': 65, 'temp_min': 3.2, 'temp_max': 3.2}",,Longyearbyen,,"{'type': 1, 'id': 5326, 'message': 0.0043, 'country': 'NO', 'sunrise': 1521435479, 'sunset': 1521479773}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 20.8, 'deg': 130}"
135,stations,{'all': 0},200,"{'lon': -53.46, 'lat': -33.69}",1521441168.0,3443061.0,"{'temp': 63.43, 'pressure': 1017.7, 'humidity': 90, 'temp_min': 63.43, 'temp_max': 63.43, 'sea_level': 1019.19, 'grnd_level': 1017.7}",,Chuy,,"{'message': 0.0033, 'country': 'UY', 'sunrise': 1521452188, 'sunset': 1521495955}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 22.06, 'deg': 242.001}"
136,stations,{'all': 75},200,"{'lon': 134.26, 'lat': 7.04}",1521438660.0,7671223.0,"{'temp': 88.68, 'pressure': 1008, 'humidity': 62, 'temp_min': 87.8, 'temp_max': 89.6}",,Kloulklubed,,"{'type': 1, 'id': 4055, 'message': 0.0083, 'country': 'PW', 'sunrise': 1521407265, 'sunset': 1521450829}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 9.17, 'deg': 70}"
137,stations,{'all': 48},200,"{'lon': 112.4, 'lat': 66.42}",1521441292.0,2014624.0,"{'temp': 15.19, 'pressure': 974.09, 'humidity': 67, 'temp_min': 15.19, 'temp_max': 15.19, 'sea_level': 1028.75, 'grnd_level': 974.09}",,Udachnyy,,"{'message': 0.0051, 'country': 'RU', 'sunrise': 1521412511, 'sunset': 1521456177}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.83, 'deg': 205.501}"
138,stations,{'all': 8},200,"{'lon': -51.74, 'lat': 64.17}",1521438600.0,3421319.0,"{'temp': 33.8, 'pressure': 997, 'humidity': 69, 'temp_min': 33.8, 'temp_max': 33.8}",,Nuuk,,"{'type': 1, 'id': 4801, 'message': 0.0036, 'country': 'GL', 'sunrise': 1521451818, 'sunset': 1521495631}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 10.29, 'deg': 40}"
139,,,404,,,,,city not found,,,,,,
140,stations,{'all': 0},200,"{'lon': 8.88, 'lat': 14.97}",1521441293.0,2439155.0,"{'temp': 60.64, 'pressure': 967.77, 'humidity': 27, 'temp_min': 60.64, 'temp_max': 60.64, 'sea_level': 1022.31, 'grnd_level': 967.77}",,Tanout,,"{'message': 0.0038, 'country': 'NE', 'sunrise': 1521437356, 'sunset': 1521480914}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.71, 'deg': 350.501}"
141,stations,{'all': 0},200,"{'lon': 7.39, 'lat': 18.74}",1521441294.0,2447513.0,"{'temp': 57.76, 'pressure': 970.44, 'humidity': 30, 'temp_min': 57.76, 'temp_max': 57.76, 'sea_level': 1023.36, 'grnd_level': 970.44}",,Arlit,,"{'message': 0.0041, 'country': 'NE', 'sunrise': 1521437717, 'sunset': 1521481272}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.71, 'deg': 352.001}"
142,stations,{'all': 0},200,"{'lon': -62.99, 'lat': -40.81}",1521441294.0,3832899.0,"{'temp': 51.46, 'pressure': 1018.35, 'humidity': 53, 'temp_min': 51.46, 'temp_max': 51.46, 'sea_level': 1021.94, 'grnd_level': 1018.35}",,Viedma,,"{'message': 0.005, 'country': 'AR', 'sunrise': 1521454435, 'sunset': 1521498272}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.54, 'deg': 278.001}"
143,stations,{'all': 88},200,"{'lon': -99.65, 'lat': 37.17}",1521441171.0,4267710.0,"{'temp': 51.37, 'pressure': 937.85, 'humidity': 91, 'temp_min': 51.37, 'temp_max': 51.37, 'sea_level': 1010.76, 'grnd_level': 937.85}",,Sitka,{'3h': 0.55},"{'message': 0.0033, 'country': 'US', 'sunrise': 1521463387, 'sunset': 1521506991}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 13.78, 'deg': 161.001}"
144,stations,{'all': 20},200,"{'lon': 122.67, 'lat': 11}",1521441295.0,1714733.0,"{'temp': 87.1, 'pressure': 1001.97, 'humidity': 64, 'temp_min': 87.1, 'temp_max': 87.1, 'sea_level': 1021.94, 'grnd_level': 1001.97}",,Dingle,,"{'message': 0.0043, 'country': 'PH', 'sunrise': 1521410053, 'sunset': 1521453606}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 12.77, 'deg': 48.0005}"
145,stations,{'all': 75},200,"{'lon': -48.67, 'lat': -28.24}",1521439200.0,3461370.0,"{'temp': 78.8, 'pressure': 1006, 'humidity': 88, 'temp_min': 78.8, 'temp_max': 78.8}",,Imbituba,,"{'type': 1, 'id': 4493, 'message': 0.003, 'country': 'BR', 'sunrise': 1521451064, 'sunset': 1521494786}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 14.99, 'deg': 360}"
146,stations,{'all': 20},200,"{'lon': 50.17, 'lat': -14.27}",1521441297.0,1056899.0,"{'temp': 81.61, 'pressure': 1017.29, 'humidity': 98, 'temp_min': 81.61, 'temp_max': 81.61, 'sea_level': 1019.92, 'grnd_level': 1017.29}",,Sambava,,"{'message': 0.0046, 'country': 'MG', 'sunrise': 1521427388, 'sunset': 1521471042}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 18.48, 'deg': 338.501}"
147,stations,{'all': 92},200,"{'lon': -6.59, 'lat': 62.23}",1521438600.0,2618795.0,"{'temp': 41, 'pressure': 1027, 'humidity': 75, 'temp_min': 41, 'temp_max': 41}",,Klaksvik,,"{'type': 1, 'id': 5266, 'message': 0.0101, 'country': 'FO', 'sunrise': 1521441020, 'sunset': 1521484753}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 12.75, 'deg': 290}"
148,,,404,,,,,city not found,,,,,,
149,stations,{'all': 90},200,"{'lon': -159.32, 'lat': 22.08}",1521438960.0,5848280.0,"{'temp': 73.4, 'pressure': 1014, 'humidity': 83, 'temp_min': 73.4, 'temp_max': 73.4}",,Kapaa,,"{'type': 1, 'id': 833, 'message': 0.0156, 'country': 'US', 'sunrise': 1521477705, 'sunset': 1521521292}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 19.46, 'deg': 50}"
150,stations,{'all': 24},200,"{'lon': -10.85, 'lat': 7.99}",1521441299.0,2409663.0,"{'temp': 71.53, 'pressure': 993.14, 'humidity': 97, 'temp_min': 71.53, 'temp_max': 71.53, 'sea_level': 1023.08, 'grnd_level': 993.14}",,Daru,,"{'message': 0.0028, 'country': 'SL', 'sunrise': 1521442081, 'sunset': 1521485652}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.71, 'deg': 255.001}"
151,stations,{'all': 0},200,"{'lon': 21.55, 'lat': 29.03}",1521441300.0,86049.0,"{'temp': 55.42, 'pressure': 1017.78, 'humidity': 64, 'temp_min': 55.42, 'temp_max': 55.42, 'sea_level': 1025.19, 'grnd_level': 1017.78}",,Jalu,,"{'message': 0.0034, 'country': 'LY', 'sunrise': 1521434328, 'sunset': 1521477876}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.93, 'deg': 42.0005}"
152,stations,{'all': 24},200,"{'lon': 122.68, 'lat': 13.32}",1521441301.0,1690438.0,"{'temp': 83.05, 'pressure': 1020.62, 'humidity': 95, 'temp_min': 83.05, 'temp_max': 83.05, 'sea_level': 1023.24, 'grnd_level': 1020.62}",,San Andres,,"{'message': 0.0031, 'country': 'PH', 'sunrise': 1521410055, 'sunset': 1521453601}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 7.63, 'deg': 63.0005}"
153,stations,{'all': 20},200,"{'lon': -125.76, 'lat': 54.23}",1521441301.0,5911745.0,"{'temp': 30.31, 'pressure': 920.18, 'humidity': 75, 'temp_min': 30.31, 'temp_max': 30.31, 'sea_level': 1035.12, 'grnd_level': 920.18}",,Burns Lake,,"{'message': 0.0039, 'country': 'CA', 'sunrise': 1521469604, 'sunset': 1521513335}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 4.83, 'deg': 255.501}"
154,stations,{'all': 48},200,"{'lon': -3.06, 'lat': 55}",1521438600.0,2647910.0,"{'temp': 28.4, 'pressure': 1020, 'humidity': 86, 'temp_min': 28.4, 'temp_max': 28.4}",,Gretna,,"{'type': 1, 'id': 5109, 'message': 0.0039, 'country': 'GB', 'sunrise': 1521440204, 'sunset': 1521483852}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 13.87, 'deg': 50}"
155,stations,{'all': 90},200,"{'lon': -155.08, 'lat': 19.71}",1521439200.0,5855927.0,"{'temp': 73.4, 'pressure': 1013, 'humidity': 88, 'temp_min': 73.4, 'temp_max': 73.4}",,Hilo,,"{'type': 1, 'id': 818, 'message': 0.0037, 'country': 'US', 'sunrise': 1521476688, 'sunset': 1521520272}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 30}"
156,stations,{'all': 40},200,"{'lon': 98.62, 'lat': 9.96}",1521439200.0,1150965.0,"{'temp': 96.8, 'pressure': 1010, 'humidity': 44, 'temp_min': 96.8, 'temp_max': 96.8}",,Ranong,,"{'type': 1, 'id': 7958, 'message': 0.0032, 'country': 'TH', 'sunrise': 1521415821, 'sunset': 1521459379}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",{'speed': 5.82}
157,,,404,,,,,city not found,,,,,,
158,stations,{'all': 92},200,"{'lon': 110.18, 'lat': 28.89}",1521441304.0,1795424.0,"{'temp': 43.72, 'pressure': 975.14, 'humidity': 99, 'temp_min': 43.72, 'temp_max': 43.72, 'sea_level': 1034.02, 'grnd_level': 975.14}",,Huilong,{'3h': 2.54},"{'message': 0.0035, 'country': 'CN', 'sunrise': 1521413074, 'sunset': 1521456596}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.38, 'deg': 58.5005}"
159,stations,{'all': 5},200,"{'lon': -86.95, 'lat': 49.72}",1521439200.0,5960603.0,"{'temp': -7.61, 'pressure': 1023, 'humidity': 63, 'temp_min': -7.61, 'temp_max': -7.61}",,Geraldton,,"{'type': 1, 'id': 3656, 'message': 0.0033, 'country': 'CA', 'sunrise': 1521460320, 'sunset': 1521503983}",24140.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 2.24, 'deg': 330}"
160,stations,{'all': 48},200,"{'lon': 111.62, 'lat': -2.68}",1521441304.0,1632694.0,"{'temp': 87.73, 'pressure': 1010.24, 'humidity': 88, 'temp_min': 87.73, 'temp_max': 87.73, 'sea_level': 1021.34, 'grnd_level': 1010.24}",,Pangkalanbuun,{'3h': 0.56},"{'message': 0.0082, 'country': 'ID', 'sunrise': 1521412674, 'sunset': 1521456276}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.71, 'deg': 201.501}"
161,stations,{'all': 44},200,"{'lon': 173.16, 'lat': -35.17}",1521441306.0,2194098.0,"{'temp': 70.63, 'pressure': 1024.02, 'humidity': 81, 'temp_min': 70.63, 'temp_max': 70.63, 'sea_level': 1037.3, 'grnd_level': 1024.02}",,Ahipara,,"{'message': 0.0033, 'country': 'NZ', 'sunrise': 1521397761, 'sunset': 1521441625}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 15.35, 'deg': 91.5005}"
162,stations,{'all': 0},200,"{'lon': 67.25, 'lat': 43.91}",1521441306.0,1517323.0,"{'temp': 48.67, 'pressure': 1008.7, 'humidity': 93, 'temp_min': 48.67, 'temp_max': 48.67, 'sea_level': 1031.75, 'grnd_level': 1008.7}",,Zhanakorgan,,"{'message': 0.0034, 'country': 'KZ', 'sunrise': 1521423372, 'sunset': 1521466920}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.27, 'deg': 258.001}"
163,stations,{'all': 92},200,"{'lon': 4.2, 'lat': 36.57}",1521441307.0,2504703.0,"{'temp': 42.82, 'pressure': 959.82, 'humidity': 100, 'temp_min': 42.82, 'temp_max': 42.82, 'sea_level': 1025.27, 'grnd_level': 959.82}",,Tigzirt,{'3h': 0.575},"{'message': 0.0078, 'country': 'DZ', 'sunrise': 1521438489, 'sunset': 1521482050}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.72, 'deg': 269.001}"
164,stations,{'all': 1},200,"{'lon': -70.1, 'lat': 41.28}",1521438960.0,4944903.0,"{'temp': 24.03, 'pressure': 1011, 'humidity': 39, 'temp_min': 15.8, 'temp_max': 28.4}",,Nantucket,,"{'type': 1, 'id': 1287, 'message': 0.0039, 'country': 'US', 'sunrise': 1521456298, 'sunset': 1521499904}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.29, 'deg': 330}"
165,stations,{'all': 64},200,"{'lon': -159.78, 'lat': -21.21}",1521441178.0,4035715.0,"{'temp': 81.52, 'pressure': 1024.67, 'humidity': 100, 'temp_min': 81.52, 'temp_max': 81.52, 'sea_level': 1024.86, 'grnd_level': 1024.67}",,Avarua,,"{'message': 0.0032, 'country': 'CK', 'sunrise': 1521477763, 'sunset': 1521521416}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 7.63, 'deg': 64.0005}"
166,stations,{'all': 20},200,"{'lon': 146.27, 'lat': -20.07}",1521441309.0,2171722.0,"{'temp': 84.76, 'pressure': 987.62, 'humidity': 73, 'temp_min': 84.76, 'temp_max': 84.76, 'sea_level': 1023.36, 'grnd_level': 987.62}",,Charters Towers,,"{'message': 0.0031, 'country': 'AU', 'sunrise': 1521404300, 'sunset': 1521448007}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.97, 'deg': 99.5005}"
167,stations,{'all': 20},200,"{'lon': -99.88, 'lat': 16.86}",1521438660.0,3533462.0,"{'temp': 73.4, 'pressure': 1011, 'humidity': 94, 'temp_min': 73.4, 'temp_max': 73.4}",,Acapulco,,"{'type': 1, 'id': 3965, 'message': 0.0036, 'country': 'MX', 'sunrise': 1521463447, 'sunset': 1521507020}",9656.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.83, 'deg': 301.001}"
168,stations,{'all': 40},200,"{'lon': 12.69, 'lat': 67.67}",1521438600.0,3137469.0,"{'temp': 35.08, 'pressure': 997, 'humidity': 69, 'temp_min': 33.8, 'temp_max': 37.4}",,Sorland,,"{'type': 1, 'id': 5324, 'message': 0.0034, 'country': 'NO', 'sunrise': 1521436367, 'sunset': 1521480180}",10000.0,"[{'id': 621, 'main': 'Snow', 'description': 'shower snow', 'icon': '13d'}]","{'speed': 34.45, 'deg': 340, 'gust': 20.6}"
169,stations,{'all': 0},200,"{'lon': -1.13, 'lat': 38.18}",1521439200.0,2517679.0,"{'temp': 44.6, 'pressure': 1012, 'humidity': 70, 'temp_min': 41, 'temp_max': 48.2}",,Fortuna,,"{'type': 1, 'id': 5494, 'message': 0.0042, 'country': 'ES', 'sunrise': 1521439766, 'sunset': 1521483333}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.82, 'deg': 240}"
170,stations,{'all': 92},200,"{'lon': 150.67, 'lat': -10.62}",1521441311.0,2132606.0,"{'temp': 78.82, 'pressure': 1015.91, 'humidity': 100, 'temp_min': 78.82, 'temp_max': 78.82, 'sea_level': 1018.9, 'grnd_level': 1015.91}",,Samarai,{'3h': 1.935},"{'message': 0.0099, 'country': 'PG', 'sunrise': 1521403279, 'sunset': 1521446924}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 7.4, 'deg': 210.001}"
171,stations,{'all': 64},200,"{'lon': 56.19, 'lat': 62.71}",1521441312.0,481548.0,"{'temp': -1.46, 'pressure': 992.81, 'humidity': 68, 'temp_min': -1.46, 'temp_max': -1.46, 'sea_level': 1011.85, 'grnd_level': 992.81}",,Troitsko-Pechorsk,,"{'message': 0.0048, 'country': 'RU', 'sunrise': 1521425985, 'sunset': 1521469661}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.73, 'deg': 174.001}"
172,stations,{'all': 12},200,"{'lon': -57.72, 'lat': -19}",1521441312.0,3465342.0,"{'temp': 79.54, 'pressure': 999.78, 'humidity': 75, 'temp_min': 79.54, 'temp_max': 79.54, 'sea_level': 1020.12, 'grnd_level': 999.78}",,Puerto Quijarro,,"{'message': 0.003, 'country': 'BO', 'sunrise': 1521453270, 'sunset': 1521496932}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.15, 'deg': 347.001}"
173,stations,{'all': 0},200,"{'lon': 31.2, 'lat': 55.61}",1521441313.0,475955.0,"{'temp': 14.47, 'pressure': 1006.92, 'humidity': 83, 'temp_min': 14.47, 'temp_max': 14.47, 'sea_level': 1028.67, 'grnd_level': 1006.92}",,Velizh,,"{'message': 0.0035, 'country': 'RU', 'sunrise': 1521431995, 'sunset': 1521475622}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.22, 'deg': 243.001}"
174,stations,{'all': 20},200,"{'lon': 80.32, 'lat': 13.22}",1521439200.0,1267433.0,"{'temp': 89.6, 'pressure': 1014, 'humidity': 49, 'temp_min': 89.6, 'temp_max': 89.6}",,Kattivakkam,,"{'type': 1, 'id': 7834, 'message': 0.003, 'country': 'IN', 'sunrise': 1521420216, 'sunset': 1521463768}",6000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.05, 'deg': 130}"
175,stations,{'all': 40},200,"{'lon': 18.96, 'lat': 69.65}",1521438600.0,3133895.0,"{'temp': 28.4, 'pressure': 993, 'humidity': 74, 'temp_min': 28.4, 'temp_max': 28.4}",,Tromso,,"{'type': 1, 'id': 5339, 'message': 0.0036, 'country': 'NO', 'sunrise': 1521434847, 'sunset': 1521478703}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 14.99, 'deg': 350}"
176,stations,{'all': 88},200,"{'lon': -35.46, 'lat': -5.2}",1521441315.0,3386213.0,"{'temp': 80.89, 'pressure': 1018.59, 'humidity': 83, 'temp_min': 80.89, 'temp_max': 80.89, 'sea_level': 1022.79, 'grnd_level': 1018.59}",,Touros,,"{'message': 0.0038, 'country': 'BR', 'sunrise': 1521447963, 'sunset': 1521491569}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 7.74, 'deg': 111.501}"
177,stations,{'all': 0},200,"{'lon': -13.86, 'lat': 28.5}",1521439200.0,2512186.0,"{'temp': 60.8, 'pressure': 1020, 'humidity': 77, 'temp_min': 60.8, 'temp_max': 60.8}",,Puerto del Rosario,,"{'type': 1, 'id': 5512, 'message': 0.0031, 'country': 'ES', 'sunrise': 1521442820, 'sunset': 1521486377}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.87, 'deg': 360}"
178,,,404,,,,,city not found,,,,,,
179,stations,{'all': 0},200,"{'lon': -60.7, 'lat': -31.62}",1521441317.0,3836277.0,"{'temp': 52.72, 'pressure': 1023.62, 'humidity': 85, 'temp_min': 52.72, 'temp_max': 52.72, 'sea_level': 1027.54, 'grnd_level': 1023.62}",,Santa Fe,,"{'message': 0.0034, 'country': 'AR', 'sunrise': 1521453937, 'sunset': 1521497683}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.39, 'deg': 265.501}"
